placa,ano,cor,modelo,marca,valor
NVZ8211,2025,VERMELHO,luxo,cherry,124814.84
NFI6822,2009,AMARELO,luxo,ford,188508.98
ALI5152,2015,AZUL,off road,gwm,159046.12
CZX6149,2009,AZUL,off road,ford,99701.70
QYR8303,2024,VERMELHO,off road,gm,167782.72
EWN6706,2024,VERDE,luxo,gwm,181427.21
NVD0076,2016,PRETO,luxo,vw,123088.97
KCA6163,1990,VERMELHO,luxo,ford,131429.49
FDN5678,2005,AZUL,off road,gwm,137779.92
EOQ6362,2022,AZUL,luxo,vw,172185.32
MBE0575,1999,BRANCO,standart,gm,113748.94
USI0157,2022,VERMELHO,off road,gwm,156413.86
DLT1384,2016,LARANJA,off road,cherry,187854.20
DUT0560,2015,VERMELHO,off road,gm,102409.90
ZHY8633,2015,VERDE,standart,vw,89099.25
GUM4611,2017,BRANCO,luxo,fiat,193922.18
ABM2821,1999,BRANCO,standart,vw,145660.07
TAB4759,1995,VERDE,standart,ford,121063.56
GEG3306,1990,AMARELO,standart,gwm,138613.93
QCQ2874,2023,BRANCO,standart,gm,123556.49
LXB1630,2018,AZUL,off road,ford,129979.83
USS7250,2021,PRETO,luxo,ford,153529.51
DBW2406,2008,PRETO,luxo,fiat,212241.44
RHU1143,2010,AZUL,off road,gwm,132399.97
VWL6849,2000,BRANCO,off road,cherry,126107.47
ZLC5850,2009,VERMELHO,standart,vw,102468.81
LOO7314,2010,BRANCO,standart,gwm,110522.03
XBL3715,2010,BRANCO,standart,ford,96875.30
NOW2331,2012,PRETO,off road,gm,123329.38
JAT8983,2003,LARANJA,standart,vw,86303.68
AFW9413,1992,LARANJA,luxo,cherry,189935.58
COR7222,2024,LARANJA,standart,ford,146721.78
VKT3341,2017,VERMELHO,off road,gwm,194951.75
MQH7011,2006,LARANJA,standart,gwm,125476.77
JGE9530,2006,VERDE,luxo,ford,185208.62
WMJ3150,2007,LARANJA,off road,fiat,118264.04
VRO6505,1998,AMARELO,standart,vw,72344.34
SOT7292,1997,PRETO,off road,fiat,110705.21
SWI6602,2015,BRANCO,off road,fiat,156523.96
GGT3255,2006,VERMELHO,luxo,vw,213990.80
GXV2596,2014,VERMELHO,standart,cherry,118036.54
FUS4289,2021,LARANJA,off road,gwm,131472.04
XWE5747,2020,BRANCO,off road,ford,209216.09
XYF0226,1999,VERDE,off road,gwm,179608.52
SXE1123,1997,AZUL,standart,vw,123318.81
FZT7761,2008,BRANCO,luxo,ford,191908.22
PBX9158,2006,PRETO,standart,gm,116974.82
WMB8511,1993,AZUL,off road,fiat,209797.20
CFK5359,2016,AZUL,luxo,vw,124262.94
KHX7216,2015,AMARELO,luxo,fiat,223872.50
VLF2082,2011,LARANJA,off road,gwm,125253.78
SQI5269,2018,BRANCO,luxo,ford,235694.90
HKF6515,2000,VERMELHO,luxo,gm,236813.71
ZVT2580,2016,LARANJA,standart,fiat,86322.91
PQX7115,2009,VERMELHO,luxo,fiat,235229.25
LAO8535,2021,AMARELO,luxo,gwm,153997.81
OEH7147,2015,PRETO,off road,vw,115787.70
NPF1762,2016,BRANCO,luxo,ford,250006.17
WIQ8039,2018,AZUL,standart,gwm,131441.98
ORR9229,2017,VERDE,off road,ford,110587.56
ISG1300,2025,PRETO,standart,gm,99821.33
AIG9059,1994,AZUL,luxo,vw,220416.38
HQB0349,2000,BRANCO,off road,ford,203852.93
UUW6131,2015,BRANCO,off road,cherry,147282.48
DCU0720,2011,AZUL,luxo,fiat,233119.67
QMV2258,2002,AZUL,luxo,vw,123361.35
ZFK4791,2021,PRETO,off road,gwm,130616.33
ARX2035,2015,VERDE,off road,ford,152666.05
VIH7473,2015,VERMELHO,luxo,cherry,215977.83
LXU8909,1998,AZUL,off road,fiat,181155.13
HPC8719,2020,VERMELHO,luxo,ford,129626.48
CAV2699,2023,PRETO,standart,gm,149365.33
MLN2490,2006,LARANJA,standart,gwm,94876.07
EVX2481,2015,VERMELHO,luxo,gwm,252606.79
ZZZ2066,1998,VERDE,luxo,ford,198705.55
JTI3226,1991,VERMELHO,luxo,fiat,202382.04
QLT1715,1992,VERDE,standart,gwm,83229.73
RMQ2688,2017,AZUL,luxo,vw,234279.70
XRX7569,2010,BRANCO,standart,gm,75730.59
XCV4164,2011,AZUL,off road,ford,161952.81
STU8435,2008,VERMELHO,off road,vw,196216.71
HYX8669,2006,VERMELHO,off road,gm,109677.05
SLD3676,2005,BRANCO,luxo,fiat,245703.53
GPX8140,2007,LARANJA,standart,gm,107989.57
NHY4806,2020,VERMELHO,standart,gm,139506.73
SDC6187,2019,LARANJA,luxo,fiat,246938.42
OSG0840,2025,AMARELO,off road,ford,151346.73
OYG4822,2025,AZUL,standart,vw,99964.70
IEM4678,2024,AMARELO,standart,fiat,106836.89
QQV0931,2015,LARANJA,standart,gwm,141968.05
NKR8536,1998,LARANJA,off road,cherry,103664.72
QJG0125,1997,VERDE,luxo,gm,133696.75
KQY4179,2000,LARANJA,luxo,ford,155293.83
AXU2141,2005,VERDE,luxo,gwm,192293.87
KFV2853,2024,AMARELO,standart,gwm,97913.08
OUC8568,2016,VERDE,off road,ford,109500.24
WQT6365,2016,VERDE,standart,gm,134241.01
MIA6739,2005,VERDE,standart,fiat,97760.73
BTL7383,1998,LARANJA,off road,gwm,171522.45
LCW0372,2005,AZUL,standart,vw,142182.14
FNP2518,1999,VERMELHO,off road,cherry,134408.75
CNK9379,2011,PRETO,luxo,gm,246737.99
ECM8394,2021,BRANCO,standart,cherry,103470.99
AAB3710,1990,LARANJA,standart,fiat,137072.60
CUI3570,1997,VERDE,luxo,gm,170086.82
UKY0284,1994,LARANJA,standart,vw,118134.80
LRA4716,2017,VERDE,off road,fiat,208848.55
DXL2952,1999,LARANJA,off road,gm,147255.40
WBS3720,2022,BRANCO,standart,cherry,87229.76
AJJ1245,2010,AZUL,off road,cherry,189099.58
GIO6572,1990,LARANJA,standart,vw,121906.28
RKT4449,1994,LARANJA,off road,gwm,140850.84
WIS8064,2006,BRANCO,off road,ford,133953.11
KYM2283,2018,BRANCO,off road,gm,151588.05
MPU8778,2024,LARANJA,off road,gwm,206769.68
DUY9519,2009,AZUL,off road,gm,100637.40
DYX6485,2019,BRANCO,luxo,gm,174429.05
VYU6137,1994,AZUL,luxo,cherry,150042.28
XWF8235,2015,VERDE,luxo,ford,180625.95
CNK3366,1991,PRETO,off road,cherry,190708.23
KIF9474,2016,VERMELHO,off road,vw,209155.61
HOL3023,2005,BRANCO,luxo,gm,161909.96
GPO9299,2011,VERMELHO,off road,cherry,193389.35
ENT4880,2007,AMARELO,off road,ford,132235.31
VKG4903,2005,VERMELHO,standart,ford,98796.50
KYL3829,2011,AZUL,off road,gwm,133251.24
NVU1323,2020,LARANJA,off road,fiat,104858.97
PIL4309,1998,BRANCO,luxo,vw,174226.48
VMA2978,2000,AZUL,standart,cherry,142513.54
DWZ9751,2024,VERMELHO,standart,fiat,75308.56
TSE7530,2019,LARANJA,luxo,fiat,185304.37
UPA5921,2000,AZUL,luxo,vw,210982.46
OGL6487,2025,BRANCO,luxo,gwm,153029.38
EHK2256,2007,VERDE,standart,gm,74596.07
ABH0461,2019,BRANCO,off road,cherry,187253.08
TVU3858,2011,AZUL,standart,vw,141753.32
YYE2411,1990,PRETO,off road,cherry,117559.29
OLO6545,2012,AMARELO,off road,gwm,178403.43
UOV7393,2008,PRETO,standart,gwm,119563.10
JHN1641,2014,LARANJA,off road,vw,134235.88
PFN5090,2019,LARANJA,off road,gm,147062.35
BGD4825,2022,VERMELHO,off road,ford,201925.23
FIE7814,2003,AZUL,standart,fiat,91347.31
IYM1510,1999,AMARELO,off road,cherry,112418.98
UOU8278,2023,AZUL,off road,cherry,180053.42
GTD3131,2017,VERMELHO,standart,fiat,100562.77
OTC7627,2019,LARANJA,luxo,cherry,225852.10
GEA7662,2013,PRETO,standart,ford,79886.85
SFW1761,2013,AMARELO,off road,gm,165316.07
ZAQ3821,2016,VERDE,luxo,gwm,164430.81
TYN8870,2005,VERMELHO,luxo,cherry,216410.10
VWN0342,2018,LARANJA,standart,cherry,98866.47
BXE0976,2019,LARANJA,off road,fiat,202235.59
AIY0149,2011,VERDE,standart,gwm,122697.61
CVX8538,2020,PRETO,standart,fiat,129641.41
WYM1959,2014,PRETO,standart,gwm,131822.09
GKH5791,1993,AZUL,standart,gm,128794.82
OLO9916,2014,VERMELHO,off road,cherry,110164.95
ZIH0928,2013,VERDE,off road,fiat,104105.42
IEB4842,2002,VERDE,standart,cherry,116385.39
YHW2161,2022,AZUL,standart,cherry,94317.16
SSZ9836,2019,VERDE,standart,gm,79422.45
IJW3985,2000,VERDE,off road,gm,159113.51
BBE4298,2017,BRANCO,off road,cherry,189852.61
QFL7046,2022,AZUL,off road,gwm,149531.21
HJH1635,2011,PRETO,off road,gwm,155007.79
MQR9912,2025,VERDE,luxo,gwm,160486.98
BPG2070,2025,AZUL,off road,gwm,209578.19
WLX0181,2022,LARANJA,standart,ford,117039.17
FTO7823,2010,PRETO,standart,cherry,149799.93
TOL1202,2023,PRETO,standart,ford,118398.06
RGF0782,1994,AZUL,off road,fiat,155281.62
HFH1762,1995,BRANCO,standart,gm,96013.06
ZQP7442,2022,LARANJA,standart,fiat,106108.28
JLV8735,2004,BRANCO,luxo,vw,184718.56
EQU2899,2022,PRETO,standart,vw,92099.03
ATL2438,2006,VERDE,luxo,gwm,159242.22
COI4254,2019,VERMELHO,luxo,gm,182567.59
VRG8463,1994,VERMELHO,standart,cherry,105891.68
SPY4985,2023,PRETO,luxo,cherry,201289.69
IJH4859,2001,AMARELO,off road,cherry,103548.95
XNK2471,1990,LARANJA,off road,ford,204571.32
ISL6327,1999,BRANCO,luxo,gwm,140238.27
HFD1319,2019,AZUL,luxo,vw,158937.22
NRL1598,2000,AMARELO,standart,cherry,103922.60
WUG9717,2000,AZUL,luxo,vw,126210.96
TOR4764,2018,AMARELO,off road,ford,206614.94
JPY7010,2011,LARANJA,standart,gm,115521.84
OAA7245,2008,VERMELHO,standart,fiat,141691.11
LLQ5328,2003,VERMELHO,off road,vw,209496.62
PUG2613,2003,VERDE,luxo,ford,144630.83
YJV2135,2019,AZUL,luxo,gwm,178501.49
NJQ0233,1999,VERDE,luxo,gm,132886.88
PFR7124,2013,VERDE,luxo,fiat,128539.27
PBQ4283,1994,VERDE,luxo,fiat,166276.43
DKJ8496,1999,AZUL,luxo,gm,230536.57
SSA2035,2001,VERMELHO,off road,cherry,166947.49
IDO6124,2019,LARANJA,standart,cherry,94959.17
MVB6457,2004,VERMELHO,off road,vw,145893.96
MCE7835,2001,PRETO,off road,gm,183140.72
EHB8016,2017,PRETO,luxo,cherry,153606.39
JMN0344,1995,VERDE,luxo,gwm,141632.29
JIF8109,2016,LARANJA,off road,vw,98139.63
EFB2952,2000,AZUL,luxo,fiat,243444.10
LSU2806,1993,AMARELO,luxo,cherry,207894.33
RTX3786,2025,LARANJA,off road,gwm,184221.75
CKZ5735,2022,VERDE,standart,fiat,96654.54
JHQ6745,1994,PRETO,off road,ford,154154.28
VJT6270,2013,BRANCO,off road,gwm,163935.17
VLA9858,2017,PRETO,standart,ford,95421.67
BYC5943,2003,VERDE,standart,gwm,86605.53
CWK4929,2018,VERMELHO,luxo,gm,235063.97
PUJ0482,2004,VERDE,off road,vw,161018.95
XJP0231,2019,AMARELO,standart,gm,99835.02
VWU2816,1995,VERDE,luxo,gm,228258.56
VEY9559,2010,BRANCO,standart,gm,131840.93
REP7566,1992,VERDE,off road,gm,151572.26
IAE3599,2025,VERMELHO,off road,gwm,196272.15
YZW6521,2009,PRETO,standart,gm,91012.87
YKK7458,2014,PRETO,off road,gm,199177.61
JHO6464,2010,PRETO,off road,cherry,188650.32
KXQ1283,2004,AMARELO,off road,vw,106426.44
VGN9960,2018,BRANCO,off road,ford,176769.97
OKN0204,1998,LARANJA,luxo,gwm,178873.65
UYX7673,2023,AMARELO,luxo,gm,194539.28
HNE4813,1991,BRANCO,standart,gm,112007.74
EEQ5911,2025,AZUL,off road,vw,133307.01
LMJ2961,2023,AMARELO,standart,ford,118746.54
BSX9628,2007,VERMELHO,standart,gm,103551.50
WEY9131,2022,VERMELHO,standart,fiat,141082.75
WWY0001,2000,BRANCO,off road,ford,193031.89
WGV8735,1999,VERDE,standart,gwm,108700.57
GGH9660,1994,LARANJA,luxo,gwm,129922.25
ZDZ0028,2004,BRANCO,luxo,cherry,148108.67
QWL9780,2001,VERDE,standart,gm,90100.16
SYC5381,2023,AZUL,standart,cherry,141399.60
IKY1904,1994,VERMELHO,off road,ford,114873.85
RZI3583,2024,AMARELO,off road,fiat,98642.85
RTU7438,2017,VERDE,off road,vw,148145.68
JHR2422,2000,VERDE,standart,gm,100273.44
TKG7359,2025,VERDE,standart,fiat,102313.61
LMM5913,1999,AZUL,standart,gwm,107092.07
FOA6817,2024,BRANCO,standart,ford,90674.12
NQI6901,2003,AMARELO,off road,ford,143254.31
AKP8486,2025,BRANCO,luxo,cherry,137605.79
QVW4957,2008,LARANJA,luxo,fiat,243060.27
XBE8208,2011,BRANCO,off road,cherry,127012.79
NEJ9015,2014,AZUL,luxo,gwm,156207.13
OZM5118,2014,VERDE,luxo,fiat,131238.54
IZP3619,1994,LARANJA,off road,vw,164669.58
AEO2209,2004,BRANCO,standart,ford,145980.52
KQT0582,2006,LARANJA,off road,vw,158627.60
GSO3560,2022,LARANJA,standart,gwm,85358.20
DET7811,1997,VERMELHO,standart,gm,126627.38
VUF9675,2021,AMARELO,luxo,gm,249954.01
UPR0298,2003,VERMELHO,luxo,gwm,120369.92
EVY3123,2005,VERMELHO,luxo,gm,188759.28
LUI6985,2017,VERMELHO,luxo,gm,222183.05
YJJ2039,2000,AMARELO,luxo,fiat,142768.04
WZV3055,2017,PRETO,off road,fiat,186128.47
YEQ8466,1992,VERDE,standart,vw,87478.42
MOL1009,2001,BRANCO,standart,cherry,79008.26
YYN3377,2008,LARANJA,off road,cherry,154705.58
VIE2420,2010,AZUL,luxo,ford,154234.25
QDW2313,2002,AMARELO,off road,vw,209787.95
AQB6265,2012,AMARELO,luxo,gwm,234242.65
VQG7445,2018,PRETO,standart,gwm,141799.20
NKD8087,2005,BRANCO,luxo,gwm,157207.49
CRJ1614,2017,VERDE,off road,gm,143775.44
UYV1475,1999,AMARELO,standart,fiat,140246.75
TAF5092,1992,AMARELO,standart,gm,103748.99
WEB7547,2003,VERMELHO,off road,gwm,133623.02
NFI4602,1997,PRETO,off road,gwm,189920.49
RJL7874,1993,BRANCO,standart,cherry,121962.03
GRN4766,2002,VERDE,standart,gm,131606.95
TQM2132,2009,PRETO,off road,gm,186169.26
ASI4054,2009,VERDE,off road,ford,118463.61
YJW9113,2001,LARANJA,luxo,cherry,197582.38
KJU7415,1999,BRANCO,standart,gm,100054.07
DZN9048,2024,AMARELO,luxo,fiat,166454.12
HGE5056,2007,AZUL,luxo,fiat,204667.57
FTR8081,1994,AMARELO,standart,vw,136660.32
RRR6228,2020,AZUL,off road,cherry,129466.78
XUP7101,2012,BRANCO,off road,cherry,149757.69
SSK4806,1992,AZUL,standart,vw,74225.31
RRB3682,1990,AZUL,off road,gm,209879.36
KSG2029,2020,VERDE,luxo,fiat,179916.24
FAV7935,1993,AZUL,luxo,gwm,131711.45
JAZ4647,2010,LARANJA,off road,vw,110801.62
DYE1783,2018,AMARELO,luxo,ford,202367.90
OLM2618,2016,AZUL,standart,ford,118502.86
TLJ8249,1992,AZUL,off road,fiat,107823.85
YJK5990,2000,VERMELHO,standart,cherry,138539.59
PZM7516,2011,VERMELHO,luxo,fiat,201671.87
RBO0584,2005,LARANJA,standart,vw,142005.29
PEE6776,2022,VERDE,off road,cherry,137354.56
JWC1912,2020,VERDE,luxo,ford,251666.93
CXY9184,1992,VERDE,off road,gwm,119856.90
NMB4322,2008,PRETO,standart,fiat,113517.69
JNP2093,2023,VERMELHO,luxo,vw,211287.55
GEN9378,1995,VERMELHO,standart,fiat,74046.37
FFG0501,1998,AMARELO,standart,ford,135030.65
VTL4010,2012,LARANJA,off road,fiat,146464.36
JMH6825,2020,LARANJA,off road,cherry,182664.80
KMJ0334,1999,VERMELHO,luxo,vw,190519.19
WSX0397,2002,AMARELO,luxo,ford,166657.18
QHW5199,1992,VERDE,off road,fiat,115776.86
ZUJ7744,2013,BRANCO,luxo,vw,203678.47
IXF0549,2016,AZUL,standart,gwm,70242.19
FBZ6396,2025,AZUL,standart,gm,149648.83
VOJ7606,1992,AZUL,off road,vw,119029.78
SNF5464,2016,PRETO,luxo,vw,205014.80
ONF7123,1991,VERMELHO,off road,cherry,151445.26
GIZ0842,1994,AMARELO,standart,gwm,126851.27
MIR0627,2004,BRANCO,luxo,gwm,121361.03
INF8505,1995,AZUL,standart,cherry,131282.87
BDS9624,2010,PRETO,standart,gwm,108589.28
EAR6159,1998,AZUL,standart,vw,112799.31
COW6814,1993,AMARELO,off road,vw,209887.64
AKF8973,2021,VERDE,standart,gwm,147985.38
GLR2851,1993,LARANJA,off road,ford,180455.27
AKH3879,2007,BRANCO,luxo,gwm,205720.21
BJU8288,2001,LARANJA,luxo,gm,138469.39
KRT4351,2013,PRETO,off road,cherry,109479.90
TBK3095,2017,VERDE,off road,vw,185078.31
RDA7437,2013,AZUL,off road,vw,131109.36
IXY0405,2014,VERDE,off road,gwm,170230.39
FQT2909,2001,AMARELO,luxo,vw,231200.32
MVU6743,2009,LARANJA,standart,cherry,91918.80
JYU6194,1996,BRANCO,off road,gwm,183333.38
IAB8250,2015,AZUL,standart,gm,75450.54
ASL3847,2012,PRETO,off road,fiat,207426.12
HFP2667,1992,BRANCO,luxo,gwm,138642.13
MIB2853,2004,LARANJA,luxo,vw,160274.51
HIK1326,1993,BRANCO,off road,fiat,110066.58
KUK7215,2023,PRETO,standart,ford,117284.79
GLU9850,2004,VERDE,luxo,gwm,171366.75
USB6890,2022,VERDE,off road,ford,158313.36
YCE9075,1999,VERDE,luxo,cherry,202262.03
QRV8072,1991,BRANCO,off road,gm,205993.39
VHS2320,2025,VERDE,off road,cherry,156221.97
BKC1157,2017,AMARELO,off road,fiat,163151.14
VPV6459,2014,VERMELHO,luxo,ford,131575.49
OYA3545,2001,VERDE,standart,cherry,77074.28
OWR4487,2014,AMARELO,standart,gwm,142236.65
KEQ8716,2022,VERDE,luxo,gwm,175886.00
WFE2124,2025,LARANJA,off road,fiat,128040.66
GJY6921,2020,VERMELHO,off road,gm,191131.04
MWD7551,1994,PRETO,standart,ford,125418.33
SUG0042,1998,AMARELO,luxo,fiat,169160.62
XMB2910,2001,AMARELO,luxo,fiat,161150.32
LHY1171,2011,PRETO,standart,ford,97192.03
IRD3032,2015,PRETO,off road,gwm,119124.85
PGK8537,2023,PRETO,luxo,cherry,184483.87
QZI8842,2014,VERMELHO,luxo,cherry,162711.35
UST9345,2024,AZUL,off road,ford,125682.85
KDV9700,2022,AZUL,off road,fiat,140106.58
DDH4629,2015,VERDE,off road,vw,119558.25
NLS2826,2000,VERDE,standart,fiat,92216.16
SDF6194,2009,PRETO,luxo,cherry,176030.47
DRD2792,2005,VERMELHO,luxo,cherry,249256.04
LTG3774,2008,LARANJA,off road,cherry,168793.46
RKZ5933,1994,AZUL,standart,ford,76619.88
DBC7973,2001,VERDE,standart,vw,81472.11
AWJ7753,2003,BRANCO,luxo,gwm,237158.31
OZO1539,1997,PRETO,off road,gm,156346.13
KTL2786,2018,AZUL,off road,fiat,169997.47
CMW1309,2024,PRETO,luxo,cherry,237909.15
GNV2656,2023,VERMELHO,luxo,fiat,154913.04
MNW6457,1995,BRANCO,luxo,gwm,214163.11
ZBE7770,1990,VERDE,luxo,ford,236586.05
GQV0556,1990,AMARELO,standart,ford,141591.02
CDK8568,2021,VERDE,luxo,ford,153299.34
EKQ1443,2008,VERMELHO,luxo,vw,250280.21
LAK3095,1992,AMARELO,luxo,gm,157114.87
XGE9962,2012,AZUL,off road,ford,155442.21
KGL8189,1995,BRANCO,luxo,cherry,146763.76
EHG4265,2001,BRANCO,standart,ford,73819.14
TXX8289,1991,AZUL,luxo,cherry,197583.75
ZVZ6030,2011,VERMELHO,standart,vw,127800.67
YTL5164,2004,AMARELO,off road,cherry,132460.10
JIG2900,2021,AZUL,off road,ford,126541.13
QLN7821,1995,BRANCO,standart,gwm,123663.52
ZRQ6673,1998,BRANCO,off road,gm,164007.60
HCX6471,1996,VERDE,standart,gwm,82883.48
SKF7661,2000,AZUL,off road,gm,157830.99
LXG0710,2008,VERMELHO,off road,ford,106864.89
ADX2031,1996,VERDE,off road,vw,208066.04
CEU6767,2005,PRETO,standart,cherry,118151.15
EXO9347,2020,LARANJA,luxo,ford,181344.14
DHT5414,2023,PRETO,luxo,vw,161526.24
KEU2839,2022,PRETO,luxo,ford,210778.51
ZGC3642,1999,AZUL,standart,gwm,122197.06
CFN4899,2007,PRETO,off road,vw,201505.26
HJJ5515,2010,VERDE,luxo,gm,207107.87
AGM1751,2025,BRANCO,off road,gm,126302.58
SXH3036,2017,VERDE,off road,cherry,145905.69
SRT6608,2018,LARANJA,off road,ford,117526.99
VNT5973,2000,AZUL,luxo,fiat,142195.58
OSO5267,1994,PRETO,luxo,cherry,220592.02
BAX4624,2005,PRETO,standart,gwm,78017.25
PJB2570,2018,BRANCO,off road,ford,109239.41
PUB2371,2019,PRETO,luxo,ford,148979.12
EJG5245,1991,LARANJA,off road,gwm,139572.69
ZEY0686,2015,PRETO,luxo,cherry,192940.65
SHP8360,2023,VERMELHO,standart,gm,122921.38
SXW5323,1999,PRETO,off road,cherry,144547.17
SQY5739,2024,AMARELO,standart,gm,92771.15
ITV6147,2018,AZUL,luxo,gwm,130869.90
SMS7728,2020,VERMELHO,off road,ford,173085.51
ACR7329,2021,PRETO,off road,gm,127390.55
NUL5590,1995,AMARELO,luxo,gwm,233996.46
KXA8510,2005,AMARELO,standart,fiat,142216.01
UGC0395,1992,AMARELO,off road,cherry,113049.43
MBH3660,2021,BRANCO,standart,vw,146891.39
VYX0807,2015,BRANCO,luxo,gm,173693.01
CHC8046,1999,PRETO,luxo,ford,243966.51
GKL1220,1999,VERMELHO,luxo,gm,230224.39
DDW9014,1998,AMARELO,luxo,cherry,174216.94
BAX3337,2010,BRANCO,standart,ford,92799.44
PUX6391,2015,PRETO,standart,fiat,134965.94
IVC3879,2017,AZUL,luxo,gwm,213446.66
RNC2378,2022,BRANCO,standart,gm,113777.60
WXD4652,2022,AZUL,luxo,gwm,161019.64
RRN7645,1996,AMARELO,standart,ford,114316.04
WQE1843,2005,BRANCO,standart,vw,109575.70
VVG8181,2007,AZUL,standart,gwm,88611.29
UJZ8750,1998,PRETO,luxo,ford,223709.44
JEY2341,2001,PRETO,off road,gwm,122153.92
HOE2282,2007,AMARELO,standart,ford,119694.05
YYH3511,1995,AZUL,off road,gwm,140363.52
SZQ6721,1993,BRANCO,off road,gwm,168463.72
PAR2008,2010,AMARELO,standart,gwm,87882.86
ETL4542,2010,VERMELHO,standart,ford,94289.48
LHH5777,2019,AMARELO,off road,gm,190874.82
BLQ4265,2006,PRETO,off road,ford,133625.65
VCV5104,2025,VERMELHO,luxo,ford,124426.29
HJO5523,2014,AMARELO,luxo,vw,254225.76
AEB0630,1991,VERDE,luxo,gwm,196195.45
GEB5532,2006,LARANJA,standart,ford,99304.58
LZR8490,2016,AZUL,standart,gm,94181.60
JVD0689,2002,VERDE,luxo,gwm,209655.52
WKC8796,2008,VERMELHO,luxo,fiat,254609.40
EBY1346,2013,PRETO,luxo,ford,235574.91
DCX8213,2013,VERDE,luxo,gm,227123.19
KFD8880,1991,AZUL,standart,fiat,139690.63
WMJ1209,2024,LARANJA,standart,vw,141452.35
YIG3685,2013,PRETO,standart,gwm,113927.71
OXJ9359,2005,VERDE,luxo,gwm,152948.37
BYN0524,1991,AMARELO,luxo,gm,136466.13
DPJ9704,1998,PRETO,luxo,gwm,151981.30
PMN8544,2013,AMARELO,standart,vw,99141.39
USX3756,1992,AMARELO,luxo,gm,237708.09
UIP2049,1994,BRANCO,off road,ford,152953.49
IZR5604,2010,AZUL,standart,gwm,119387.98
HYQ5537,1994,AMARELO,luxo,gm,233536.75
SHZ6945,2024,PRETO,off road,cherry,174958.20
IKE5293,2007,VERMELHO,standart,gm,141400.96
DAL7017,2012,VERDE,luxo,fiat,245126.03
XGA7832,2001,AMARELO,standart,gwm,76586.16
CGX3714,2017,LARANJA,luxo,vw,150633.49
XKG3123,2020,BRANCO,standart,cherry,88212.97
ECR4472,2022,VERMELHO,luxo,ford,170164.77
DPA0887,2014,BRANCO,off road,gwm,171710.83
PVL9081,1997,VERMELHO,luxo,gm,245222.17
YZE6259,2005,AZUL,off road,gwm,202868.07
FGP7457,2017,PRETO,off road,cherry,121510.52
EZE8690,1990,BRANCO,standart,vw,147895.22
HBY9888,2008,AZUL,luxo,vw,175584.81
VUA5652,2025,PRETO,off road,cherry,128155.80
KNR5256,2007,VERDE,luxo,ford,172139.38
PQX4174,1998,LARANJA,luxo,vw,194508.31
YNU2979,1993,VERMELHO,standart,gwm,112096.37
GQM5244,2000,VERMELHO,off road,ford,132114.96
MEX1554,2008,AZUL,standart,ford,122229.90
JFN9619,1993,VERMELHO,luxo,gm,230646.53
BRH3729,2008,BRANCO,off road,gm,107370.97
YOS7956,2013,VERDE,standart,cherry,88918.61
ZNI3142,1991,BRANCO,off road,fiat,154538.12
DSN9883,1993,AMARELO,off road,fiat,205101.70
CZO3577,2025,VERDE,luxo,gwm,208657.41
LHV6887,1998,BRANCO,standart,cherry,104214.47
VRF4254,2021,PRETO,standart,cherry,120361.88
BBN2306,2010,BRANCO,standart,ford,120809.26
HJJ6351,1991,PRETO,standart,fiat,111014.80
FVA4913,2022,AZUL,luxo,fiat,149443.63
OOR7301,2019,LARANJA,off road,gm,187997.25
IFM9030,1993,VERDE,luxo,gm,183453.21
SLR9174,2002,BRANCO,luxo,fiat,175400.58
KTX7217,2017,AMARELO,luxo,vw,195530.29
OLV5033,2006,AMARELO,standart,cherry,142431.85
UWV9559,2001,AMARELO,luxo,gwm,157306.49
IDL7253,2022,LARANJA,luxo,vw,220877.67
HVN4873,2000,BRANCO,luxo,fiat,252162.83
QYS2104,2001,AZUL,off road,ford,189379.27
IUK0293,2017,VERMELHO,off road,ford,140239.37
GJG6676,2011,PRETO,off road,ford,130852.54
VPX6651,1996,VERMELHO,off road,ford,177006.40
DKM0084,2003,PRETO,off road,fiat,100816.52
LBV7942,2004,VERDE,off road,vw,152202.50
VVL6573,2003,VERDE,standart,ford,98361.42
RZQ8203,1995,BRANCO,luxo,vw,145713.51
PRJ5121,1992,AMARELO,off road,gm,160200.69
CXV5071,1995,PRETO,luxo,cherry,252875.93
UUC1213,2013,BRANCO,luxo,fiat,186609.79
FGK8673,2022,LARANJA,standart,ford,115591.24
DUD3603,2000,AZUL,luxo,ford,171124.94
RTL9032,1998,PRETO,standart,gwm,119184.11
TNY3922,2017,LARANJA,standart,vw,145158.80
XGM1238,2011,PRETO,standart,ford,81584.51
OCO8146,2003,LARANJA,standart,cherry,142242.09
GWK8218,2003,LARANJA,luxo,gm,121518.13
LRS4972,2001,AMARELO,luxo,gwm,230305.79
GJW8612,2020,VERDE,off road,gwm,152260.41
BUT3623,2010,VERMELHO,standart,vw,78612.63
GBU3521,2001,PRETO,off road,gm,202839.58
URR2334,1992,VERMELHO,luxo,fiat,244755.81
UCU6551,2014,VERDE,standart,ford,78445.53
WEZ0974,1996,BRANCO,off road,vw,107669.79
VRF0268,2017,VERDE,standart,gm,86685.70
GHI8300,1994,AMARELO,luxo,vw,145659.54
RIQ8160,1991,VERDE,off road,ford,131697.65
LKQ5843,2013,VERMELHO,standart,vw,80786.52
ADK8777,1992,BRANCO,off road,gwm,119996.92
TPV9372,2003,PRETO,luxo,gwm,149098.72
